Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Mewtwo V-UNION SSBSP 161	SSBSP	SSBSP_161	#161	Psychic	V-UNION	310	Darkness x2	Fighting -30	2	Promo	Once per game during your turn, combine 4 different Mewtwo V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [P] Energy cards from your discard pile to this Pokemon. | [P][P][C] Super Regeneration: Heal 200 damage from this Pokemon. | [P][P][C] Psysplosion: Put 16 damage counters on your opponent's Pokemon in any way you like. | Ability: Photon Barrier. Prevent all effects of attacks from your opponent's Pokemon done to this Pokemon. (Damage is not an effect.) | [P][P][P][C] Final Burn: 300 damage. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Mewtwo V-UNION SSBSP 162	SSBSP	SSBSP_162	#162	Psychic	V-UNION	310	Darkness x2	Fighting -30	2	Promo	Once per game during your turn, combine 4 different Mewtwo V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [P] Energy cards from your discard pile to this Pokemon. | [P][P][C] Super Regeneration: Heal 200 damage from this Pokemon. | [P][P][C] Psysplosion: Put 16 damage counters on your opponent's Pokemon in any way you like. | Ability: Photon Barrier. Prevent all effects of attacks from your opponent's Pokemon done to this Pokemon. (Damage is not an effect.) | [P][P][P][C] Final Burn: 300 damage. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Zacian V-UNION SSBSP 163	SSBSP	SSBSP_163	#163	Metal	V-UNION	320	Fire x2	Grass -30	2	Promo	Once per game during your turn, combine 4 different Zacian V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [M] Energy cards from your discard pile to this Pokemon. | [M][M][C] Dance of the Crowned Sword: 150 damage. During your opponent's next turn, the Defending Pokemon's attacks do 150 less damage (before applying Weakness and Resistance). | [M][M][C] Steel Cut: 200 damage. | [M][M][M][C] Master Blade: 340 damage. Discard 3 Energy from this Pokemon. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Zacian V-UNION SSBSP 164	SSBSP	SSBSP_164	#164	Metal	V-UNION	320	Fire x2	Grass -30	2	Promo	Once per game during your turn, combine 4 different Zacian V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [M] Energy cards from your discard pile to this Pokemon. | [M][M][C] Dance of the Crowned Sword: 150 damage. During your opponent's next turn, the Defending Pokemon's attacks do 150 less damage (before applying Weakness and Resistance). | [M][M][C] Steel Cut: 200 damage. | [M][M][M][C] Master Blade: 340 damage. Discard 3 Energy from this Pokemon. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Zacian V-UNION SSBSP 165	SSBSP	SSBSP_165	#165	Metal	V-UNION	320	Fire x2	Grass -30	2	Promo	Once per game during your turn, combine 4 different Zacian V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [M] Energy cards from your discard pile to this Pokemon. | [M][M][C] Dance of the Crowned Sword: 150 damage. During your opponent's next turn, the Defending Pokemon's attacks do 150 less damage (before applying Weakness and Resistance). | [M][M][C] Steel Cut: 200 damage. | [M][M][M][C] Master Blade: 340 damage. Discard 3 Energy from this Pokemon. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Zacian V-UNION SSBSP 166	SSBSP	SSBSP_166	#166	Metal	V-UNION	320	Fire x2	Grass -30	2	Promo	Once per game during your turn, combine 4 different Zacian V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [M] Energy cards from your discard pile to this Pokemon. | [M][M][C] Dance of the Crowned Sword: 150 damage. During your opponent's next turn, the Defending Pokemon's attacks do 150 less damage (before applying Weakness and Resistance). | [M][M][C] Steel Cut: 200 damage. | [M][M][M][C] Master Blade: 340 damage. Discard 3 Energy from this Pokemon. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Professor Burnet SSBSP 167	SSBSP	SSBSP_167	#167		Trainer - Supporter					Promo	Search your deck for up to 2 cards and discard them. Then, shuffle your deck. | You may play only 1 Supporter card during your turn.
Oricorio SSBSP 168	SSBSP	SSBSP_168	#168	Fire	Basic (Fusion Strike)	90	Water x2		1	Promo	Ability: Lesson in Zeal. All of your Fusion Strike Pokemon take 20 less damage from attacks from your opponent's Pokemon (after applying Weakness and Resistance). You can't apply more than 1 Lesson in Zeal Ability at a time. | [R][C] Glistening Droplets: Put 5 damage counters on your opponent's Pokemon in any way you like.
Pyukumuku SSBSP 169	SSBSP	SSBSP_169	#169	Water	Basic	80	Lightning x2		1	Promo	Ability: Pitch a Pyukumuku. Once during your turn, if this Pokemon is in your hand, you may reveal it and put it on the bottom of your deck. If you do, draw a card. You can't use more than 1 Pitch a Pyukumuku Ability each turn. | [W][C][C] Knuckle Punch: 50 damage.
Deoxys SSBSP 170	SSBSP	SSBSP_170	#170	Psychic	Basic (Fusion Strike) (Single Strike) (Rapid Strike)	120	Darkness x2	Fighting -30	1	Promo	[C][C][C] Photon Boost: 80+ damage. If this Pokemon has any Fusion Strike Energy attached, this attack does 80 more damage.
Latias SSBSP 171	SSBSP	SSBSP_171	#171	Dragon	Basic (Fusion Strike)	120			1	Promo	Ability: Red Assist. Once during your turn, you may attach a [P] Energy card from your hand to 1 of your Latios. | [R][P][C] Dyna Barrier: 70 damage. During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Pokemon VMAX.
Tepig SSBSP 172	SSBSP	SSBSP_172	#172	Fire	Basic (Single Strike)	80	Water x2		2	Promo	[C][C] Ram: 20 damage. | [R][R][C] Combustion: 50 damage.
Blitzle SSBSP 173	SSBSP	SSBSP_173	#173	Lightning	Basic (Rapid Strike)	60	Fighting x2		1	Promo	[L] Thunder Spear: This attack does 10 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Espeon SSBSP 174	SSBSP	SSBSP_174	#174	Psychic	Stage 1 - Eevee	110	Darkness x2	Fighting -30	1	Promo	[P] Psy Bolt: 20 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [P][C] Psychic: 10+ damage. This attack does 40 more damage for each Energy attached to your opponent's Active Pokemon.
Eevee SSBSP 175	SSBSP	SSBSP_175	#175	Colorless	Basic	60	Fighting x2		1	Promo	[C] Be Prepared: Attach a basic Energy card from your hand to this Pokemon. | [C][C][C] Bite: 30 damage.
Hoopa V SSBSP 176	SSBSP	SSBSP_176	#176	Darkness	Basic (V) (Fusion Strike)	220	Grass x2		2	Promo	Ability: Two-Faced. As long as this Pokemon is in play, it is [P] and [D] type. | [D][D][C] Shadow Impact: 170 damage. Put 3 damage counters on 1 of your Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Special Delivery Bidoof SSBSP 177	SSBSP	SSBSP_177	#177	Colorless	Basic	70	Fighting x2		2	Promo	[C] Happy Delivery: Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck. | [C][C][C] Rock Smash: 30+ damage. Flip a coin. If heads, this attack does 30 more damage.
Professor's Research SSBSP 178	SSBSP	SSBSP_178	#178		Trainer - Supporter (Professor Willow)					Promo	Discard your hand and draw 7 cards. | You may play only 1 Supporter card during your turn.
Flareon V SSBSP 179	SSBSP	SSBSP_179	#179	Fire	Basic (V) (Single Strike)	210	Water x2		2	Promo	[C] Flaming Breath: 20 damage. Search your deck for a [R] Energy card and attach it to this Pokemon. Then, shuffle your deck. | [R][R][C] Scorching Column: 120 damage. Your opponent's Active Pokemon is now Burned. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Flareon VMAX SSBSP 180	SSBSP	SSBSP_180	#180	Fire	VMAX (Dynamax) (Single Strike) - Flareon V	320	Water x2		2	Promo	[R][C][C] Max Detonate: 100x damage. Discard the top 5 cards of your deck. This attack does 100 damage for each Energy card you discarded in this way. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Vaporeon V SSBSP 181	SSBSP	SSBSP_181	#181	Water	Basic (V) (Rapid Strike)	210	Lightning x2		2	Promo	[C] Triple Draw: Draw 3 cards. | [W][W][C] Splash Jump: 90 damage. Switch this Pokemon with 1 of your Benched Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Vaporeon VMAX SSBSP 182	SSBSP	SSBSP_182	#182	Water	VMAX (Dynamax) (Rapid Strike) - Vaporeon V	320	Lightning x2		2	Promo	[C] Bubble Pod: Put a [W] Pokemon from your discard pile onto your Bench. If you do, attach up to 3 [W] Energy cards from your discard pile to that Pokemon. | [W][C][C] Max Torrent: 100+ damage. If your opponent's Active Pokemon already has any damage counters on it, this attack does 100 more damage. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Jolteon V SSBSP 183	SSBSP	SSBSP_183	#183	Lightning	Basic (V)	190	Fighting x2		0	Promo	[C] Thunder Spear: This attack does 20 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [L][C][C] Pin Missile: 60x damage. Flip 4 coins. This attack does 60 damage for each heads. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Jolteon VMAX SSBSP 184	SSBSP	SSBSP_184	#184	Lightning	VMAX (Dynamax) - Jolteon V	300	Fighting x2		0	Promo	[L][C] Max Thunder Rumble: 100 damage. This attack also does 100 damage to 1 of your opponent's Benched Pokemon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokemon.) | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Moltres SSBSP 185	SSBSP	SSBSP_185	#185	Fire	Basic	120	Water x2		1	Promo	[R] Inferno Wings: 20+ damage. If this Pokemon has any damage counters on it, this attack does 70 more damage. This attack's damage isn't affected by Weakness.
Lucario SSBSP 186	SSBSP	SSBSP_186	#186	Fighting	Stage 1 - Riolu	120	Psychic x2		2	Promo	Ability: Roaring Resolve. Once during your turn, you may put 2 damage counters on this Pokemon. If you do, search your deck for a [F] Energy card and attach it to this Pokemon. Then, shuffle your deck. | [F][F] Aura Sphere Volley: 10+ damage. Discard all [F] Energy from this Pokemon. This attack does 60 more damage for each card you discarded in this way.
Liepard SSBSP 187	SSBSP	SSBSP_187	#187	Darkness	Stage 1 - Purrloin	100	Grass x2		1	Promo	Ability: Trade. You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards. | [C][C] Slash: 60 damage.
Bibarel SSBSP 188	SSBSP	SSBSP_188	#188	Colorless	Stage 1 - Bidoof	120	Fighting x2		2	Promo	Ability: Industrious Incisors. Once during your turn, you may draw cards until you have 5 cards in your hand. | [C][C][C] Tail Smash: 100 damage. Flip a coin. If tails, this attack does nothing.
Flapple SSBSP 189	SSBSP	SSBSP_189	#189	Dragon	Stage 1 - Applin	80			1	Promo	[R] Flight Up: Attach up to 3 basic Energy cards from your discard pile to 1 of your Benched Pokemon. | [G][R] Corrosive Acid: 70 damage. Your opponent's Active Pokemon is now Burned.
Eevee SSBSP 190	SSBSP	SSBSP_190	#190	Colorless	Basic	60	Fighting x2		1	Promo	[C] Be Prepared: Attach a basic Energy card from your hand to this Pokemon. | [C][C][C] Bite: 30 damage.
Leafeon SSBSP 191	SSBSP	SSBSP_191	#191	Grass	Stage 1 - Eevee	110	Fire x2		1	Promo	[G] Leaf Guard: 30 damage. During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance). | [G][C] Grass Knot: 50+ damage. This attack does 30 more damage for each [C] in your opponent's Active Pokemon's Retreat Cost.
Glaceon SSBSP 192	SSBSP	SSBSP_192	#192	Water	Stage 1 - Eevee	110	Metal x2		1	Promo	[W] Hail: This attack does 20 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][C][C] Frosty Typhoon: 120 damage. During your next turn, this Pokemon can't use Frosty Typhoon.
Galarian Obstagoon SSBSP 193	SSBSP	SSBSP_193	#193	Darkness	Stage 2 - Galarian Linoone	170	Grass x2		2	Promo	[D][D][C] Rampaging Kick: 180 damage. Discard 2 [D] Energy from this Pokemon.
Leafeon V SSBSP 194	SSBSP	SSBSP_194	#194	Grass	Basic (V)	210	Fire x2		2	Promo	[G] Leaf Guard: 30 damage. During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance). | [G][G][C] Slashing Strike: 180 damage. During your next turn, this Pokemon can't use Slashing Strike. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Leafeon VSTAR SSBSP 195	SSBSP	SSBSP_195	#195	Grass	VSTAR - Leafeon V	260	Fire x2		2	Promo	[G][G][C] Leaf Guard: 180 damage. During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance). | Ability: Ivy Star. During your turn, you may switch 1 of your opponent's Benched Pokemon with their Active Pokemon. (You can't use more than 1 VSTAR Power in a game.) | When your Pokemon VSTAR is Knocked Out, your opponent takes 2 Prize cards.
Glaceon V SSBSP 196	SSBSP	SSBSP_196	#196	Water	Basic (V)	210	Metal x2		2	Promo	[W] Frost Charge: 30 damage. Search your deck for a [W] Energy card and attach it to this Pokemon. Then, shuffle your deck. | [W][W][C] Freezing Wind: 130 damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Glaceon VSTAR SSBSP 197	SSBSP	SSBSP_197	#197	Water	VSTAR - Glaceon V	260	Metal x2		2	Promo	[W][W][C] Icicle Shot: 180 damage. During your opponent's next turn, the Defending Pokemon can't retreat. | [W][W][C] Crystal Star: 220 damage. During your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon. (You can't use more than 1 VSTAR Power in a game.) | When your Pokemon VSTAR is Knocked Out, your opponent takes 2 Prize cards.
Pikachu V SSBSP 198	SSBSP	SSBSP_198	#198	Lightning	Basic (V)	190	Fighting x2		1	Promo	[L][L][C] Lightning Blast: 100+ damage. You may discard all [L] Energy from this Pokemon. If you do, this attack does 120 more damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Lycanroc V SSBSP 199	SSBSP	SSBSP_199	#199	Fighting	Basic (V)	200	Grass x2		1	Promo	[F] Rock Throw: 40 damage. | [F][F][C] Crashing Fangs: 200 damage. During your next turn, this Pokemon can't attack. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Corviknight V SSBSP 200	SSBSP	SSBSP_200	#200	Metal	Basic (V)	210	Fire x2	Grass -30	1	Promo	[M] Clutch: 30 damage. During your opponent's next turn, the Defending Pokemon can't retreat. | [M][M][C] Sky Hurricane: 190 damage. During your next turn, this Pokemon can't use Sky Hurricane. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Espeon V SSBSP 201	SSBSP	SSBSP_201	#201	Psychic	Basic (V)	200	Darkness x2	Fighting -30	1	Promo	[P] Zen Shot: This attack does 60 damage to 1 of your opponent's Pokemon V. (Don't apply Weakness and Resistance for Benched Pokemon.) | [P][C][C] Super Psy Bolt: 120 damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Sylveon V SSBSP 202	SSBSP	SSBSP_202	#202	Psychic	Basic (V) (Rapid Strike)	200	Metal x2		1	Promo	Ability: Dream Gift. Once during your turn, you may search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck. If you use this Ability, your turn ends. | [C][C] Magical Shot: 60 damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Umbreon V SSBSP 203	SSBSP	SSBSP_203	#203	Darkness	Basic (V) (Single Strike)	200	Grass x2		2	Promo	[D] Mean Look: 30 damage. During your opponent's next turn, the Defending Pokemon can't retreat. | [D][C][C] Moonlight Blade: 80+ damage. If this Pokemon has any damage counters on it, this attack does 80 more damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Arceus V SSBSP 204	SSBSP	SSBSP_204	#204	Colorless	Basic (V)	220	Fighting x2		2	Promo	[C][C] Trinity Charge: Search your deck for up to 3 basic Energy cards and attach them to your Pokemon V in any way you like. Then, shuffle your deck. | [C][C][C] Power Edge: 130 damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Hisuian Basculegion SSBSP 205	SSBSP	SSBSP_205	#205	Water	Stage 1 - Hisuian Basculin	120	Lightning x2		2	Promo	[W] Grudge Dive: 30+ damage. If any of your Pokemon were Knocked Out by damage from an attack from your opponent's Pokemon during their last turn, this attack does 90 more damage, and your opponent's Active Pokemon is now Confused. | [W][C][C] Jet Headbutt: 80 damage.
